casc_orgid,casc_name,casc_postcode,ch_orgid,ch_number,ch_name,ch_postcode,ch_type
GB-CASC-bda3acc6,Langley Park Golf Club Ltd,BR3 6SZ,GB-COH-00157806,00157806,LANGLEY PARK GOLF CLUB LIMITED,BR3 6SZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4fac8e16,Largs Sailing Club,G1 4QR,GB-COH-SC329017,SC329017,LARGS SAILING CLUB,KA30 8EZ,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-16f8509d,Larkhall Sports Club,BA1 7BB,GB-COH-09713913,09713913,LARKHALL SPORTS CLUB,BA3 5XD,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-7bde3d80,Leamington Cycling and Athletics Club Limited,CV32 5XL,GB-COH-10662829,10662829,LEAMINGTON CYCLING AND ATHLETICS CLUB LIMITED,CV1 3PP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-1bc002b9,Leeds Golf Club Ltd,LS8 2LJ,GB-COH-00100386,00100386,LEEDS GOLF CLUB LIMITED,LS8 2LJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-1e964fbe,Leen Valley Golf Club,NG15 7TA,GB-COH-10388208,10388208,LEEN VALLEY GOLF CLUB,NG15 7TA,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-af286076,Leigh Rugby Union Football Club Ltd,WN7 3NA,GB-COH-06703486,06703486,LEIGH RUGBY UNION FOOTBALL CLUB LIMITED,WN7 3NA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2fb76634,Leominster Rifle and Pistol Club,HR6 0EA,GB-COH-10001352,10001352,LEOMINSTER RIFLE AND PISTOL CLUB,HR6 8DZ,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-8a2c4167,Lichfield Cruising Club 2000 Ltd,LS13 6BX,GB-COH-04102591,04102591,LICHFIELD CRUISING CLUB 2000 LIMITED,WS13 8PX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b8daa76e,Lichfield Rugby Union Football Club Ltd,WS14 0NG,GB-COH-IP28614R,IP28614R,LICHFIELD RUGBY UNION FOOTBALL CLUB LIMITED,WS14 9PS,Industrial and Provident Society
GB-CASC-de419ee1,Lilley Brook Golf Club (Cheltenham) Ltd,GL53 8EG,GB-COH-00184559,00184559,LILLEY BROOK GOLF CLUB (CHELTENHAM) LIMITED,GL53 8EG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-543afd90,Lincoln City Gymnastics Club Limited,LN5 8RE,GB-COH-11347603,11347603,LINCOLN CITY GYMNASTICS CLUB LIMITED,LN5 8RE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-30295320,Lincoln Gymnastics Club Ltd,LN6 3RS,GB-COH-05648952,05648952,LINCOLN GYMNASTICS CLUB LIMITED,LN6 3RS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b660b8dc,Lincoln Rowing Centre Ltd,LN2 3JU,GB-COH-06980780,06980780,LINCOLN ROWING CENTRE LIMITED,DN21 4NS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-283b62d8,Lincoln Rugby Football Club,LN6 9FY,GB-COH-04980238,04980238,LINCOLN RUGBY FOOTBALL CLUB,LN2 2RS,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-59857415,Lingfield Cricket Club Ltd,RH7 6HA,GB-COH-08007945,08007945,LINGFIELD CRICKET CLUB LIMITED,BN21 4PT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-77e7b320,Lintz Cricket Club Ltd,NE16 6JH,GB-COH-10000882,10000882,LINTZ CRICKET CLUB LIMITED,NE16 6JH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-63475dad,Littleborough Boxing Club,OL15 8BW,GB-COH-08120113,08120113,LITTLEBOROUGH BOXING CLUB,OL15 8DA,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-14c39f99,Llandrindod Wells Bowling Club Ltd,LD1 5NP,GB-COH-10397757,10397757,LLANDRINDOD WELLS BOWLING CLUB LIMITED,LD1 6AE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e2865973,Llandrindod Wells RFC Ltd,LD1 5LE,GB-COH-09849138,09849138,LLANDRINDOD WELLS RFC LIMITED,LD1 5LJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-ee0d858b,Llandudno Golf Club (Maesdu) Ltd,LL30 1HU,GB-COH-01170890,01170890,LLANDUDNO GOLF CLUB (MAESDU) LIMITED,LL30 1HU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-220093cc,Llandybie Rugby Football Club Ltd,SA18 3UT,GB-COH-05664691,05664691,LLANDYBIE RUGBY FOOTBALL CLUB LIMITED,SA18 3UT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-7f51248d,Lochaber Rugby Football Club,PH33 7LY,GB-COH-SC517055,SC517055,LOCHABER RUGBY FOOTBALL CLUB,PH33 7LY,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-5d36d879,London Welsh Amateur Rugby Football Club Ltd,TW9 2AZ,GB-COH-05044731,05044731,LONDON WELSH AMATEUR RUGBY FOOTBALL CLUB LIMITED,TW9 2AZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-bb5d0eb6,Long Buckby Rugby Football Club Ltd,NN6 7QA,GB-COH-IP031267,IP031267,LONG BUCKBY RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-9cfc0370,Long Reach Lake Water Sports Club Ltd,IP1 4JJ,GB-COH-09803846,09803846,LONG REACH LAKE WATER SPORTS CLUB LTD,IP1 4JJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-eb472831,Longley Community Sports Club,HD8 0LD,GB-COH-04702776,04702776,LONGLEY COMMUNITY SPORTS CLUB,HD5 8NW,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-a92f9d87,Longton Rugby Union Football Club Ltd,ST4 8GR,GB-COH-07279629,07279629,LONGTON RUGBY UNION FOOTBALL CLUB LIMITED,ST4 2QY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-21a0c49f,Lovat Shinty Club,IV4 7HW,GB-COH-CS002187,CS002187,LOVAT SHINTY CLUB,,Scottish Charitable Incorporated Organisation
GB-CASC-4746a142,Loxwood Sports Association,RH14 0TE,GB-COH-10077089,10077089,LOXWOOD SPORTS ASSOCIATION,RH14 0SX,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-16d679d1,Loxwood Sports Association,RH14 0SX,GB-COH-10077089,10077089,LOXWOOD SPORTS ASSOCIATION,RH14 0SX,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-5e4d7683,Lyme Regis Gig Club,DT7 3BB,GB-COH-CE012064,CE012064,LYME REGIS GIG CLUB,,Charitable Incorporated Organisation
GB-CASC-203c70fe,Lytchett Minster Rugby Football Club Ltd,BH16 6HZ,GB-COH-06733133,06733133,LYTCHETT MINSTER RUGBY FOOTBALL CLUB LIMITED,BH16 6HZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-9c213467,Macclesfield Golf Club Ltd,SK11 7EA,GB-COH-00415058,00415058,MACCLESFIELD GOLF CLUB LIMITED,SK11 7EA,Private Limited Company
GB-CASC-6549bcae,Maidstone Hockey Club Ltd,ME15 9RY,GB-COH-03346527,03346527,MAIDSTONE HOCKEY CLUB LIMITED,TN27 0DU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-85c0ed14,Maldon Hockey Club Ltd,CM9 4SS,GB-COH-08288209,08288209,MALDON HOCKEY CLUB LTD,CM9 5DX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-929b4414,Malpas and District Sports Club Ltd,SY14 7EJ,GB-COH-00604198,00604198,MALPAS AND DISTRICT SPORTS CLUB LIMITED,SY14 7EJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2285eedb,Mapperley Golf Club Ltd,NG3 5LD,GB-COH-00263760,00263760,MAPPERLEY GOLF CLUB LTD,NG3 5LD,Private Limited Company
GB-CASC-35fcdc54,March Indoor Bowls Club Ltd,PE12 0QP,GB-COH-02675103,02675103,MARCH INDOOR BOWLS CLUB LIMITED,PE15 8AE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8ad6448d,Market Bosworth Rugby Football Club Ltd,CV13 0BE,GB-COH-IP29523R,IP29523R,MARKET BOSWORTH RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-4303f0f6,Market Harborough RUFC Ltd,LE16 9HF,GB-COH-07597498,07597498,MARKET HARBOROUGH RUFC LTD,LE16 9HE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-401fc333,Marple Golf Club Ltd,SK14 5EY,GB-COH-00168414,00168414,MARPLE GOLF CLUB LIMITED,SK6 7EL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8e3f0ef5,Massey Ferguson Cricket Club Ltd,CV5 7BT,GB-COH-09809767,09809767,MASSEY FERGUSON CRICKET CLUB LIMITED,CV6 1DL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b6b6164a,Matlock (Baileans) Rugby Football Club Ltd,DE4 2FB,GB-COH-IP030951,IP030951,MATLOCK (BAILEANS) RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-608bb0ab,Mayfield Cricket Club,TN20 6DY,GB-COH-CE015030,CE015030,MAYFIELD CRICKET CLUB,,Charitable Incorporated Organisation
GB-CASC-2f25078e,Meadows Croquet Club,EH3 6EN,GB-COH-SC221570,SC221570,MEADOWS CROQUET CLUB,EH9 2ER,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-74dc8091,Mendip Gliding Club Ltd,BS26 2EH,GB-COH-01696535,01696535,MENDIP GLIDING CLUB LIMITED,BA5 3BX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-5f1acbd5,Meonstoke Tennis Club Ltd,SO32 3NN,GB-COH-09211304,09211304,MEONSTOKE TENNIS CLUB LTD,SO32 3NN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4f4b52cb,Meridian Sports and Social Club Ltd,SE7 8QS,GB-COH-03988367,03988367,MERIDIAN SPORTS AND SOCIAL CLUB LIMITED,SE7 8QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-6d13eafe,Merioneth Yacht Club Ltd,LL38 2HQ,GB-COH-02910344,02910344,MERIONETH YACHT CLUB LIMITED,LL42 1HB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-055c1913,Merioneth Yacht Club Ltd,LL42 1ET,GB-COH-02910344,02910344,MERIONETH YACHT CLUB LIMITED,LL42 1HB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a42734f8,Merthyr Tydfil (Rhydycar) Bowls Ltd,CF48 1UT,GB-COH-08547786,08547786,MERTHYR TYDFIL (RHYDYCAR) BOWLS LIMITED,CF48 1UT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8be0c688,Merthyr Tydfil Golf Club Ltd,CF48 2NT,GB-COH-10062196,10062196,MERTHYR TYDFIL GOLF CLUB LIMITED,CF48 2NT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-dc7d80fc,Mid Devon Indoor Bowls Centre Ltd,EX16 6DQ,GB-COH-02791179,02791179,MID DEVON INDOOR BOWLS CENTRE LIMITED,EX16 6DQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c96dfc1e,Mid Sussex Marlins Swimming Club Ltd,RH16 3TQ,GB-COH-07950074,07950074,MID SUSSEX MARLINS SWIMMING CLUB LIMITED,BN7 1JU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4193decd,Mid Wales Classic Scramble Club,SY18 6NE,GB-COH-05731412,05731412,MID WALES CLASSIC SCRAMBLE CLUB,SY18 6NE,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-09e1f12b,Midhurst Rugby Football Club Ltd,GU29 9JZ,GB-COH-08568994,08568994,MIDHURST RUGBY FOOTBALL CLUB LIMITED,GU29 9NQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-cff26263,Midland Sailing Club,B16 0AA,GB-COH-03252078,03252078,MIDLAND SAILING CLUB,B16 0AA,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-cdf66fd2,Milngavie and Bearsden Sports Club,G62 6BW,GB-COH-SC392386,SC392386,MILNGAVIE AND BEARSDEN SPORTS CLUB,G62 6EJ,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-19e1c150,Milton Keynes Sailing Club Ltd,MK6 3AU,GB-COH-04267379,04267379,MILTON KEYNES SAILING CLUB LIMITED,MK6 3AU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-5ae776c4,Milton Keynes Table Tennis Centre Ltd,MK10 0BA,GB-COH-02709667,02709667,MILTON KEYNES TABLE TENNIS CENTRE LIMITED,MK10 0BA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-708e188c,Milton Keynes Tennis Club Ltd,MK7 7TB,GB-COH-10381835,10381835,MILTON KEYNES TENNIS CLUB LIMITED,MK6 3EA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-0f5ac4f9,Milton United FC 2015 Ltd,ST2 7DN,GB-COH-09598598,09598598,MILTON UNITED FC 2015 LTD,ST2 7DN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d0e415c7,Minchinhampton Rugby Football Club Ltd,SN16 0BJ,GB-COH-07383769,07383769,MINCHINHAMPTON RUGBY FOOTBALL CLUB LIMITED,GL6 9DE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e9d01922,Minima Yacht Club Ltd,KT1 1HN,GB-COH-07773971,07773971,MINIMA YACHT CLUB LIMITED,KT1 1HN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-19cce288,Mistley Rugby Football Club Ltd,CO11 2UT,GB-COH-IP030977,IP030977,MISTLEY RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-8c805f39,Monoposto Racing Club Ltd,WV6 8UQ,GB-COH-05275303,05275303,MONOPOSTO RACING CLUB LIMITED,WV6 8UQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-ca0c2fa1,Monton Sports Club Ltd,M30 9EH,GB-COH-10339709,10339709,MONTON SPORTS CLUB LIMITED,M30 9EH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c66cb9f5,Morpeth Rugby Football Club Ltd,NE61 2DS,GB-COH-IP29226R,IP29226R,MORPETH RUGBY FOOTBALL CLUB LIMITED,NE61 1RJ,Industrial and Provident Society
GB-CASC-df9a06ef,Moseley Tennis Club,B13 9QT,GB-COH-10960678,10960678,MOSELEY TENNIS CLUB,B13 9QT,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-624508c5,Motcombe Gardens Bowling Club Ltd,BN21 1PT,GB-COH-09377901,09377901,MOTCOMBE GARDENS BOWLING CLUB LTD,BN20 9LN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c1bbeeb9,Mote Park (Maidstone) Indoor Bowls Club Ltd,ME15 7RN,GB-COH-02011241,02011241,MOTE PARK (MAIDSTONE) INDOOR BOWLS CLUB LIMITED,ME15 7RN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b487278b,Moto Trial NI Ltd,BT7 3JH,GB-COH-NI629198,NI629198,MOTO TRIAL NI LIMITED,BT21 0EB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d0289b39,Mumbles Rugby Football Club Limited,SA3 4ND,GB-COH-11341166,11341166,MUMBLES RUGBY FOOTBALL CLUB LIMITED,SA3 4DL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a20915a9,Nairn Bowling Club,IV12 5RJ,GB-COH-CS003442,CS003442,NAIRN BOWLING CLUB,,Scottish Charitable Incorporated Organisation
GB-CASC-1f723303,Nankersey Rowing Club Ltd,TR1 1TG,GB-COH-08808209,08808209,NANKERSEY ROWING CLUB LTD,TR11 5TQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-7c0a3772,Nantymoel RFC Limited,CF32 7SH,GB-COH-11318071,11318071,NANTYMOEL RFC LIMITED,CF32 7SH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2f25b8f7,Neath Athletic Rugby Football Club Ltd,SA11 1RP,GB-COH-10338263,10338263,NEATH ATHLETIC RUGBY FOOTBALL CLUB LTD,SA11 1LF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-10a51ad7,Netherhall Rugby Football Club Ltd,CA15 7DF,GB-COH-IP030657,IP030657,NETHERHALL RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-50d9fd50,Netherton United Football Club Ltd,PE3 9PG,GB-COH-06072287,06072287,NETHERTON UNITED FOOTBALL CLUB LIMITED,PE3 9PG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-06b02872,New Forest Golf Club Ltd,SO43 7BU,GB-COH-05076708,05076708,NEW FOREST GOLF CLUB LIMITED,SO43 7BU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a9ba6175,New Malden Tennis Squash and Badminton Club Ltd,KT3 5RG,GB-COH-01508157,01508157,NEW MALDEN TENNIS SQUASH AND BADMINTON CLUB LIMITED,KT3 5RG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-29239e4b,Newark Rugby Union Football Club Ltd,NG24 1WN,GB-COH-07584988,07584988,NEWARK RUGBY UNION FOOTBALL CLUB LIMITED,NG24 1WN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-3c431a3d,Newbury Athletic Club,RG14 7BT,GB-COH-CE008819,CE008819,NEWBURY ATHLETIC CLUB,,Charitable Incorporated Organisation
GB-CASC-7b7c90d4,Newcastle Cricket Club CIC,NE2 1JS,GB-COH-09491842,09491842,NEWCASTLE CRICKET CLUB CIC,NE2 1JS,Community Interest Company
GB-CASC-6a941f74,Newcastle Emlyn Rugby Football Club Ltd,SA38 9HB,GB-COH-IP29256R,IP29256R,NEWCASTLE EMLYN RUGBY FOOTBALL CLUB LIMITED,SA38 9ED,Industrial and Provident Society
GB-CASC-0fdef8b6,Newtown Rugby Football Club Ltd,SY16 2JS,GB-COH-11352019,11352019,NEWTOWN RUGBY FOOTBALL CLUB LTD,SY16 2LN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-6d179225,Norfolk Gliding Club Ltd,NR16 1NT,GB-COH-00666834,00666834,NORFOLK GLIDING CLUB LIMITED,NR16 1NT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-9506c727,North Bristol RFC Ltd,BS36 2TW,GB-COH-10053421,10053421,NORTH BRISTOL RFC LIMITED,BS32 4AG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-dc44f290,North Devon Cricket Club Ltd,EX39 2RR,GB-COH-07534906,07534906,NORTH DEVON CRICKET CLUB LIMITED,EX31 1EU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-1635e31c,North Middlesex Cricket Club Ltd,N6 4AN,GB-COH-05759431,05759431,NORTH MIDDLESEX CRICKET CLUB LTD,N8 0JA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-0f6a6b74,North Middlesex Golf Club (1928) Ltd,N20 0NA,GB-COH-00227975,00227975,NORTH MIDDLESEX GOLF CLUB (1928) LIMITED,N20 0NL,Private Limited Company
GB-CASC-3b3baf75,North Stafford Hockey Club Ltd,ST5 3SD,GB-COH-06176824,06176824,NORTH STAFFORD HOCKEY CLUB LIMITED,ST5 3SD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8e4068a6,North Staffordshire Shooting Club,ST6 4LU,GB-COH-11808142,11808142,NORTH STAFFORDSHIRE SHOOTING CLUB,ST4 8GB,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-0629eaf5,North Wilts Bowls Club Ltd,SN14 0LL,GB-COH-03186117,03186117,NORTH WILTS BOWLS CLUB LIMITED,SN14 0LZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2835ccd4,Northern Football Club Ltd,NE3 2DG,GB-COH-IP29053R,IP29053R,NORTHERN FOOTBALL CLUB LIMITED,NE3 2DG,Industrial and Provident Society
GB-CASC-175e17ca,Northern Lawn Tennis Club Ltd,M20 3YA,GB-COH-02367147,02367147,NORTHERN LAWN TENNIS CLUB LIMITED,M20 3YA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-bf2016b9,Northolt Rugby Ltd,HA4 0NG,GB-COH-07250005,07250005,NORTHOLT RUGBY LIMITED,RG12 1RP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-632f345c,Northop Golf Club Ltd,CH7 6WA,GB-COH-08916271,08916271,NORTHOP GOLF CLUB LIMITED,CH7 6WA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c9ef55b3,Norwich Eagle Canoe Club Ltd,NR7 8XH,GB-COH-09152402,09152402,NORWICH EAGLE CANOE CLUB LIMITED,NR2 4LY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e6daa8b3,Norwich United Football Club Ltd,NR13 4PL,GB-COH-02544060,02544060,NORWICH UNITED FOOTBALL CLUB LIMITED,NR13 4PL,Private Limited Company
GB-CASC-6b723225,Nottingham Casuals Rugby Football Club Ltd,NG9 5EU,GB-COH-IP29113R,IP29113R,NOTTINGHAM CASUALS RUGBY FOOTBALL CLUB LIMITED,NG9 1JQ,Industrial and Provident Society
GB-CASC-5f0ebe23,Nottingham Community Rugby Ltd,NG2 5AA,GB-COH-IP30309R,IP30309R,NOTTINGHAM COMMUNITY RUGBY LIMITED,,Industrial and Provident Society
GB-CASC-7c43eefa,Nuneaton Gymnastic Club,CV10 0AG,GB-COH-06636752,06636752,NUNEATON GYMNASTIC CLUB,CV10 0AG,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-0dfe9aa9,Oakham Rugby Football Club Ltd,LE15 6HE,GB-COH-IP28753R,IP28753R,OAKHAM RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-db88bf85,Old Actonians Association Sports Club Ltd,W5 4LL,GB-COH-01175279,01175279,OLD ACTONIANS ASSOCIATION SPORTS CLUB LIMITED,W5 4LL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a346bb63,Old Alleynian Sports Club Ltd,SE21 7LD,GB-COH-10241348,10241348,OLD ALLEYNIAN SPORTS CLUB LIMITED,SE21 7LD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-3cb5041e,Old Brodleians Rugby Union Football Club Limited,HX3 8JT,GB-COH-10856825,10856825,OLD BRODLEIANS RUGBY UNION FOOTBALL CLUB LIMITED,HX3 8JT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b8cc3054,Old Grammarians Rugby Football Club Ltd,N21 1EP,GB-COH-RS004024,RS004024,OLD GRAMMARIANS RUGBY FOOTBALL CLUB LIMITED,,Registered Society
GB-CASC-ee624edb,Old Loughtonians Hockey Club Ltd,IG7 5AB,GB-COH-10539301,10539301,OLD LOUGHTONIANS HOCKEY CLUB LIMITED,IG7 5AB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-eb3c5a43,Old Otliensians Rugby Union Football Club Ltd,LS18 4PP,GB-COH-IP29017R,IP29017R,OLD OTLIENSIANS RUGBY UNION FOOTBALL CLUB LIMITED,LS21 1DZ,Industrial and Provident Society
GB-CASC-da99befe,Old Reigatian Rugby Football Club Ltd,RH2 8JX,GB-COH-IP29555R,IP29555R,OLD REIGATIAN RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-77578966,Old Streetonians Rugby Club Ltd,SE7 7NT,GB-COH-06262928,06262928,OLD STREETONIANS RUGBY CLUB LIMITED,SE7 7NT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-6f3a9677,Old Sulians Rugby Football Club Ltd,BA2 5QY,GB-COH-IP29146R,IP29146R,OLD SULIANS RUGBY FOOTBALL CLUB LIMITED,BA1 9BH,Industrial and Provident Society
GB-CASC-4a735da2,Onneley Golf Club Ltd,ST4 5EF,GB-COH-03687396,03687396,ONNELEY GOLF CLUB LIMITED,CW3 5QF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2c63549b,Ormesby Table Tennis Club,TS7 0PU,GB-COH-CE001045,CE001045,ORMESBY TABLE TENNIS CLUB,,Charitable Incorporated Organisation
GB-CASC-73631523,Osborne Golf Club Ltd,PO32 6JX,GB-COH-08623316,08623316,OSBORNE GOLF CLUB LIMITED,PO32 6JX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-16800d91,Oswestry Cricket Club Ltd,SY11 2TB,GB-COH-IP30325R,IP30325R,OSWESTRY CRICKET CLUB LIMITED,,Industrial and Provident Society
GB-CASC-18e8b404,Oundle Rugby Football Club Ltd,PE8 4AL,GB-COH-IP28884R,IP28884R,OUNDLE RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
